,uncertainty,access,observation,condition,generated_answer,generated_answer_logprob
102,low,8,2,0.25,probably not,-3.933539152
180,low,8,2,0.25,probably not,-3.933539152
184,low,8,2,0.25,probably not,-3.933539152
233,low,9,3,0.33,probably not,-3.956078053
263,low,9,3,0.33,probably not,-3.956078053
379,low,8,4,0.5,probably not,-3.984011173
421,low,9,6,0.67,probably not,-3.932481766
524,low,8,6,0.75,probably not,-3.92858696
538,low,8,6,0.75,probably not,-3.92858696
651,low,10,10,1,probably not,-3.977714062
671,low,10,10,1,probably not,-3.977714062
753,high,2,0,0,probably not,-4.007034779
867,high,4,1,0.25,probably not,-4.007500172
919,high,3,1,0.33,probably not,-3.951759815
943,high,3,1,0.33,probably not,-3.951759815
972,high,3,1,0.33,probably not,-3.951759815
982,high,3,1,0.33,probably not,-3.951759815
1004,high,4,2,0.5,probably not,-3.998427868
1020,high,4,2,0.5,probably not,-3.998427868
1033,high,4,2,0.5,probably not,-3.998427868
1084,high,4,2,0.5,probably not,-3.998427868
1105,high,3,2,0.67,probably not,-3.942811728
1231,high,4,3,0.75,probably not,-4.018193722
1338,high,2,2,1,probably not,-3.94574666
42,low,10,0,0,possibly,-4.77047205
88,low,10,0,0,possibly,-4.77047205
155,low,8,2,0.25,possibly,-4.621039391
316,low,8,4,0.5,possibly,-4.640261173
333,low,8,4,0.5,possibly,-4.640261173
467,low,9,6,0.67,possibly,-4.682481766
545,low,8,6,0.75,possibly,-4.62389946
584,low,8,6,0.75,possibly,-4.62389946
822,high,4,1,0.25,possibly,-4.655937672
899,high,4,1,0.25,possibly,-4.655937672
1026,high,4,2,0.5,possibly,-4.639052868
1054,high,4,2,0.5,possibly,-4.639052868
1094,high,4,2,0.5,possibly,-4.639052868
1192,high,3,2,0.67,possibly,-4.677186966
1222,high,4,3,0.75,possibly,-4.651006222
1329,high,2,2,1,possibly,-4.648871422
78,low,10,0,0,probably,-4.44234705
82,low,10,0,0,probably,-4.44234705
151,low,8,2,0.25,probably,-4.308539391
165,low,8,2,0.25,probably,-4.308539391
298,low,9,3,0.33,probably,-4.354515553
300,low,8,4,0.5,probably,-4.327761173
461,low,9,6,0.67,probably,-4.354356766
554,low,8,6,0.75,probably,-4.31139946
649,low,10,10,1,probably,-4.423026562
846,high,4,1,0.25,probably,-4.351250172
896,high,4,1,0.25,probably,-4.351250172
1045,high,4,2,0.5,probably,-4.326552868
1065,high,4,2,0.5,probably,-4.326552868
1155,high,3,2,0.67,probably,-4.341249466
1203,high,4,3,0.75,probably,-4.330693722
1260,high,4,3,0.75,probably,-4.330693722
1264,high,4,3,0.75,probably,-4.330693722
1336,high,2,2,1,probably,-4.336371422
1361,high,2,2,1,probably,-4.336371422
63,low,10,0,0,certainly,-4.87984705
458,low,9,6,0.67,certainly,-4.791856766
522,low,8,6,0.75,certainly,-4.74108696
602,low,10,10,1,certainly,-4.821464062
682,low,10,10,1,certainly,-4.821464062
717,high,2,0,0,certainly,-4.870316029
835,high,4,1,0.25,certainly,-4.773125172
925,high,3,1,0.33,certainly,-4.779884815
1123,high,3,2,0.67,certainly,-4.763124466
1187,high,3,2,0.67,certainly,-4.763124466
1360,high,2,2,1,certainly,-4.773871422
